APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,INCOME_AMT,ASK_AMT,IS_SUCCESSFUL
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,CommunityServ,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T7,Independent,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T8,CompanySponsored,C1000,ProductDev,Association,0,5000,1
T19,Independent,C1000,Preservation,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Association,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,65146,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,CommunityServ,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,25000-99999,59244,1
T3,Independent,C1000,Preservation,Trust,25000-99999,167088,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,100000-499999,954870,1
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T4,CompanySponsored,C1000,Preservation,Trust,25000-99999,114155,0
T5,CompanySponsored,C3000,ProductDev,Association,10000-24999,28851,1
T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
T5,CompanySponsored,C3000,ProductDev,Association,100000-499999,79512,1
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T5,Independent,C3000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T4,Independent,C3000,ProductDev,Association,0,5000,0
T5,Independent,C3000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,887321,0
T3,CompanySponsored,C1200,Preservation,Association,100000-499999,226918,1
T4,Independent,C1000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T4,Independent,C1000,ProductDev,Trust,0,5000,0
T3,Independent,C1000,Preservation,Association,0,5000,1
T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
T4,CompanySponsored,C3000,ProductDev,Association,100000-499999,32138,1
T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,CompanySponsored,C2000,Preservation,Association,100000-499999,154346,0
T5,Independent,C3000,ProductDev,Association,0,5000,1
T4,CompanySponsored,C1000,ProductDev,Association,100000-499999,86934,0
T7,CompanySponsored,C1000,ProductDev,Trust,0,5000,0
T19,Independent,C1000,Preservation,Trust,0,5000,1
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,1
T19,CompanySponsored,C1000,Preservation,Association,1-9999,76140,1
T4,Independent,C3000,ProductDev,Trust,25000-99999,129376,0
T19,Independent,C1000,Preservation,Trust,0,5000,1
T19,Independent,C1000,ProductDev,Association,0,5000,1
T19,CompanySponsored,C1000,Preservation,Association,100000-499999,326325,0
T3,Independent,C1000,Preservation,Trust,1-9999,7416,1
T19,Independent,C1000,Preservation,Trust,25000-99999,281018,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T4,Independent,C1000,ProductDev,Association,0,5000,1
T4,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Co-operative,1-9999,147760,1
T3,Independent,C2000,Preservation,Trust,100000-499999,194362,1
T3,Independent,C1000,Preservation,Trust,100000-499999,1076802,1
T3,Independent,C1000,Preservation,Co-operative,0,5000,1
T3,Independent,C2000,Preservation,Co-operative,10000-24999,913179,1
T13,Independent,C1000,Preservation,Trust,0,5000,0
T13,Independent,C1000,Preservation,Co-operative,0,5000,1
T13,Independent,C1000,Preservation,Co-operative,1-9999,50604,1
T19,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Co-operative,0,5000,0
T9,Independent,C1000,ProductDev,Co-operative,10M-50M,22536326,0
T10,CompanySponsored,C1000,Preservation,Association,100000-499999,459626,1
T5,CompanySponsored,C3000,ProductDev,Association,25000-99999,568543,1
T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,67367,0
T5,CompanySponsored,C3000,ProductDev,Association,5M-10M,4949945,1
T5,CompanySponsored,C3000,ProductDev,Association,100000-499999,417467,1
T5,CompanySponsored,C3000,ProductDev,Association,1M-5M,391921,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Trust,50M+,225301599,0
T3,Independent,C1700,Heathcare,Trust,50M+,1420537175,0
T3,Independent,C1200,Preservation,Trust,5M-10M,14825465,0
T3,National,C8000,Heathcare,Trust,50M+,203850893,0
T3,CompanySponsored,C1270,Preservation,Association,100000-499999,396880,0
T7,CompanySponsored,C1000,ProductDev,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,1M-5M,936796,1
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,10M-50M,15107532,1
T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,100000-499999,1536887,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
T3,Independent,C2000,Preservation,Trust,1M-5M,481274,0
T3,Independent,C1000,Preservation,Trust,100000-499999,9569,1
T5,CompanySponsored,C3000,ProductDev,Association,1-9999,22579,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,100000-499999,749703,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,CompanySponsored,C7000,Preservation,Association,25000-99999,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,904884,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,Independent,C2100,Preservation,Trust,100000-499999,137290,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T5,CompanySponsored,C3000,CommunityServ,Association,0,5000,1
T7,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,35499,1
T3,Independent,C2000,Preservation,Trust,25000-99999,100239,1
T3,CompanySponsored,C2100,CommunityServ,Trust,25000-99999,8301,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,100000-499999,35187,0
T3,CompanySponsored,C1000,ProductDev,Trust,25000-99999,47667,0
T3,Independent,C1700,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Trust,1M-5M,1282303,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,ProductDev,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T6,Independent,C2000,ProductDev,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,100000-499999,863303,1
T3,Independent,C1000,Preservation,Trust,25000-99999,5000,1
T7,Independent,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,0
T4,CompanySponsored,C1300,ProductDev,Association,0,5000,0
T19,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,31234,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,1M-5M,531968,1
T3,Independent,C1000,Preservation,Trust,1-9999,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T8,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T8,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T8,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T7,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T6,Independent,C2000,ProductDev,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,41167,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T6,Independent,C2000,ProductDev,Trust,25000-99999,31694,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C2000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C1700,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,27612,1
T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1700,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2100,Preservation,Trust,100000-499999,121346,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,100000-499999,131357,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T6,CompanySponsored,C2000,ProductDev,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,38663,1
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,33643,1
T6,CompanySponsored,C2000,ProductDev,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,10431,1
T3,Independent,C1000,Preservation,Trust,100000-499999,88219,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,100000-499999,244883,1
T3,Independent,C1200,Preservation,Trust,25000-99999,112177,0
T3,Independent,C1000,Preservation,Trust,25000-99999,13831,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,100000-499999,61925,0
T7,Independent,C1000,ProductDev,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,98785,1
T3,Independent,C1000,Preservation,Trust,100000-499999,45237,1
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,Independent,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C7000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,100000-499999,26286,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,25000-99999,8060,1
T3,CompanySponsored,C1000,Preservation,Association,1-9999,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,28719,1
T3,Independent,C2000,Preservation,Trust,100000-499999,141227,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Trust,100000-499999,40958,1
T3,Independent,C1000,Preservation,Trust,100000-499999,59965,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,229996,0
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,25000-99999,5501,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,10378,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,0
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,11227,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,1M-5M,350981,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C7000,Preservation,Trust,1-9999,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,30495,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,76438,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,100000-499999,5000,1
T3,Independent,C1200,Preservation,Trust,100000-499999,42810,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,25000-99999,285843,1
T7,Independent,C1000,ProductDev,Association,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T6,Independent,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T6,Independent,C3000,ProductDev,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C7000,Preservation,Trust,100000-499999,1303973,1
T3,Independent,C1700,Preservation,Trust,0,5000,1
T3,Independent,C2100,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,13264,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Association,0,5000,0
T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,10M-50M,80028628,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,25000-99999,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,25000-99999,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,190988,1
T3,Independent,C1000,Preservation,Trust,25000-99999,10786,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T19,CompanySponsored,C1000,ProductDev,Association,1-9999,5000,0
T3,Independent,C4000,Preservation,Trust,100000-499999,106259,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C4000,Preservation,Trust,25000-99999,56389,1
T3,Independent,C4000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,25000-99999,99023,0
T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
T19,CompanySponsored,C1000,Preservation,Association,100000-499999,52474,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,25000-99999,5000,1
T3,Independent,C1200,Preservation,Trust,1M-5M,267294,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
T3,Independent,C1237,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,1
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,Independent,C1200,Preservation,Trust,100000-499999,38498,1
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,100000-499999,293790,1
T3,Independent,C1000,Preservation,Trust,100000-499999,22724,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,0
T3,Independent,C7000,Preservation,Trust,100000-499999,71758,1
T3,Independent,C1000,Preservation,Trust,100000-499999,140938,1
T3,Independent,C1000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T4,CompanySponsored,C3000,Preservation,Association,0,5000,0
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,81091,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,132082,0
T3,Independent,C1000,Preservation,Association,0,5000,1
T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
T3,Independent,C1200,Preservation,Association,0,5000,1
T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
T5,Independent,C1000,ProductDev,Trust,0,5000,1
T7,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1700,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,Independent,C1200,Preservation,Trust,0,5000,1
T3,Independent,C1200,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,CompanySponsored,C7000,Preservation,Trust,0,5000,0
T6,Independent,C2000,ProductDev,Association,0,5000,1
T13,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,25000-99999,402852,0
T3,Independent,C1000,Preservation,Trust,25000-99999,20347,1
T3,Independent,C1000,Preservation,Trust,25000-99999,35353,1
T8,CompanySponsored,C1000,Preservation,Association,0,5000,1
T7,Independent,C1000,ProductDev,Trust,0,5000,1
T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
T3,Independent,C1200,Preservation,Trust,25000-99999,15488,1
T3,Independent,C1000,Preservation,Trust,1-9999,5000,1
T3,Independent,C7000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,5000,1
T3,Independent,C2000,Preservation,Trust,25000-99999,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,1
T3,Independent,C2000,Preservation,Trust,0,5000,0
T3,Independent,C2000,Preservation,Association,0,5000,1
T3,Independent,C2000,Preservation,Trust,100000-499999,30990,0
T3,Independent,C1200,Preservation,Trust,25000-99999,83080,1
T4,Independent,C1000,ProductDev,Trust,1-9999,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T3,Independent,C1700,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,Independent,C1000,Preservation,Trust,0,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,0,5000,0
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T10,CompanySponsored,C1000,Preservation,Association,0,5000,1
T3,Independent,C1000,Preservation,Trust,100000-499999,103877,1
T3,Independent,C1000,Preservation,Trust,25000-99999,30171,1
T3,Independent,C1200,Preservation,Corporation,0,5000,1
